timestamp_cet,event,residence_id,name,housing_type,price_text,price_min_eur,price_max_eur,surface_text,surface_min_m2,surface_max_m2,details,address,link,source_url,first_seen_cet,last_seen_cet
2026-09-17T13:24:15+01:00,added,93d317ff5d7a33f9,RESIDENCE LE BRUCKHOF,Individuel,de 383 à 507 €,383,507,"de 17,6 à 27,85 m²",17.6,27.85,"de 17,6 à 27,85 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",130 avenue du Rhin 67100 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/2184,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-17T13:24:15+01:00,2026-09-17T13:24:15+01:00
2026-09-17T13:24:15+01:00,added,bbf2bd42da2db63c,RESIDENCE POUR ALTERNANTS D ILLKIRCH,Individuel,404 €,404,,18 m²,18,,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo, Balcon",22 route du Rhin 67400 ILLKIRCH,https://trouverunlogement.lescrous.fr/tools/47/accommodations/1472,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg | https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6936786_48.5513899_7.7668133_48.4931752&locationName=Illkirch-Graffenstaden+%2867400%29,2026-09-17T13:24:15+01:00,2026-09-17T13:24:15+01:00
2026-09-17T13:24:15+01:00,added,c8691b10f3230ae8,RESIDENCE LES HOUBLONNIERES,Individuel,de 428 à 474 €,428,474,"de 20,04 à 22,8 m²",20.04,22.8,"de 20,04 à 22,8 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",5 rue Saint Charles 67300 SCHILTIGHEIM cu.robertsau@crous-strasbourg.fr,https://trouverunlogement.lescrous.fr/tools/47/accommodations/312,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg | https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.7011138_48.635168_7.803662_48.5981431&locationName=Schiltigheim+%2867300%29,2026-09-17T13:24:15+01:00,2026-09-17T13:24:15+01:00
2026-09-17T13:24:15+01:00,added,30e3bd108de0c660,CITE UNIVERSITAIRE ALFRED WEISS 2,Individuel,441 €,441,,18 m²,18,,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",4 rue du Vieil Armand 67100 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/453,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-17T13:24:15+01:00,2026-09-17T13:24:15+01:00
2026-09-17T13:24:15+01:00,added,f38138ec73ae2b07,RESIDENCE LES CATTLEYAS,Individuel,445 €,445,,18 m²,18,,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",2 rue du Vieil Armand 67100 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/511,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-17T13:24:15+01:00,2026-09-17T13:24:15+01:00
2026-09-17T13:24:15+01:00,added,a14d035ae6cb98a6,RESIDENCE LES FLAMBOYANTS,Individuel,486 €,486,,24 m²,24,,"24 m² | Individuel | 1 lit simple | WC, Douche, Frigo",8 rue Jean-Henri Schnitzler 67000 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/519,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-17T13:24:15+01:00,2026-09-17T13:24:15+01:00
2026-09-17T13:24:15+01:00,added,0f33158713cb474f,RESIDENCE LES HOUBLONNIERES,"Individuel, Couple",de 634 à 679 €,634,679,"de 46,1 à 51,6 m²",46.1,51.6,"de 46,1 à 51,6 m² | Individuel, Couple | 1 lit double | Pièce à vivre, WC, Douche, Evier + plaque, Frigo",5 rue Saint Charles 67300 SCHILTIGHEIM cu.robertsau@crous-strasbourg.fr,https://trouverunlogement.lescrous.fr/tools/47/accommodations/318,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg | https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.7011138_48.635168_7.803662_48.5981431&locationName=Schiltigheim+%2867300%29,2026-09-17T13:24:15+01:00,2026-09-17T13:24:15+01:00
2026-09-17T13:27:21+01:00,removed,c693fe905a754c99,CITE UNIVERSITAIRE ALFRED WEISS 1,Individuel,282 €,282,,9 m²,9,,"9 m² | Individuel | 1 lit simple | WC, Douche, Frigo",7 quai du Bruckhof 67100 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/437,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-17T13:24:15+01:00,2026-09-17T13:24:15+01:00
2026-09-17T13:27:21+01:00,removed,daaa85e0ed629e95,CITE UNIVERSITAIRE DE LA SOMME,Individuel,320 €,320,,"de 9 à 9,5 m²",9,9.5,"de 9 à 9,5 m² | Individuel | 1 lit simple | WC, Douche, Frigo",13 rue de la Somme 67000 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/2981,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-17T13:24:15+01:00,2026-09-17T13:24:15+01:00
2026-09-17T13:27:21+01:00,removed,93d317ff5d7a33f9,RESIDENCE LE BRUCKHOF,Individuel,de 383 à 507 €,383,507,"de 17,6 à 27,85 m²",17.6,27.85,"de 17,6 à 27,85 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",130 avenue du Rhin 67100 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/2184,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-17T13:24:15+01:00,2026-09-17T13:24:15+01:00
2026-09-17T13:27:21+01:00,removed,c8691b10f3230ae8,RESIDENCE LES HOUBLONNIERES,Individuel,de 428 à 474 €,428,474,"de 20,04 à 22,8 m²",20.04,22.8,"de 20,04 à 22,8 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",5 rue Saint Charles 67300 SCHILTIGHEIM cu.robertsau@crous-strasbourg.fr,https://trouverunlogement.lescrous.fr/tools/47/accommodations/312,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg | https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.7011138_48.635168_7.803662_48.5981431&locationName=Schiltigheim+%2867300%29,2026-09-17T13:24:15+01:00,2026-09-17T13:24:15+01:00
2026-09-17T13:27:21+01:00,removed,f38138ec73ae2b07,RESIDENCE LES CATTLEYAS,Individuel,445 €,445,,18 m²,18,,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",2 rue du Vieil Armand 67100 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/511,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-17T13:24:15+01:00,2026-09-17T13:24:15+01:00
2026-09-17T13:27:21+01:00,removed,a14d035ae6cb98a6,RESIDENCE LES FLAMBOYANTS,Individuel,486 €,486,,24 m²,24,,"24 m² | Individuel | 1 lit simple | WC, Douche, Frigo",8 rue Jean-Henri Schnitzler 67000 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/519,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-17T13:24:15+01:00,2026-09-17T13:24:15+01:00
2026-09-17T13:27:21+01:00,removed,0f33158713cb474f,RESIDENCE LES HOUBLONNIERES,"Individuel, Couple",de 634 à 679 €,634,679,"de 46,1 à 51,6 m²",46.1,51.6,"de 46,1 à 51,6 m² | Individuel, Couple | 1 lit double | Pièce à vivre, WC, Douche, Evier + plaque, Frigo",5 rue Saint Charles 67300 SCHILTIGHEIM cu.robertsau@crous-strasbourg.fr,https://trouverunlogement.lescrous.fr/tools/47/accommodations/318,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg | https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.7011138_48.635168_7.803662_48.5981431&locationName=Schiltigheim+%2867300%29,2026-09-17T13:24:15+01:00,2026-09-17T13:24:15+01:00
2026-09-17T13:30:18+01:00,removed,bbf2bd42da2db63c,RESIDENCE POUR ALTERNANTS D ILLKIRCH,Individuel,404 €,404,,18 m²,18,,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo, Balcon",22 route du Rhin 67400 ILLKIRCH,https://trouverunlogement.lescrous.fr/tools/47/accommodations/1472,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg | https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6936786_48.5513899_7.7668133_48.4931752&locationName=Illkirch-Graffenstaden+%2867400%29,2026-09-17T13:24:15+01:00,2026-09-17T13:24:15+01:00
2026-09-17T13:30:18+01:00,removed,30e3bd108de0c660,CITE UNIVERSITAIRE ALFRED WEISS 2,Individuel,441 €,441,,18 m²,18,,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",4 rue du Vieil Armand 67100 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/453,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-17T13:24:15+01:00,2026-09-17T13:24:15+01:00
2026-09-22T09:09:17+01:00,added,a923cee3c51ce5cf,CITE UNIVERSITAIRE DE LA SOMME,Individuel,189 €,189,,"9,43 m²",9.43,,"9,43 m² | Individuel | 1 lit simple | Frigo",13 rue de la Somme 67000 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/487,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-22T09:09:17+01:00,2026-09-22T09:09:17+01:00
2026-09-22T09:09:17+01:00,added,c693fe905a754c99,CITE UNIVERSITAIRE ALFRED WEISS 1,Individuel,282 €,282,,9 m²,9,,"9 m² | Individuel | 1 lit simple | WC, Douche, Frigo",7 quai du Bruckhof 67100 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/437,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-22T09:09:17+01:00,2026-09-22T09:09:17+01:00
2026-09-22T09:09:17+01:00,added,08bce054be469b14,CITE UNIVERSITAIRE ALFRED WEISS 2,Individuel,282 €,282,,9 m²,9,,"9 m² | Individuel | 1 lit simple | WC, Douche, Frigo",4 rue du Vieil Armand 67100 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/533,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-22T09:09:17+01:00,2026-09-22T09:09:17+01:00
2026-09-22T09:09:17+01:00,added,aac78d44213a2ed2,CITE UNIVERSITAIRE PAUL APPELL,Individuel,318 €,318,,10 m²,10,,"10 m² | Individuel | 1 lit simple | WC, Douche, Frigo",8 rue de Palerme 67000 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/335,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-22T09:09:17+01:00,2026-09-22T09:09:17+01:00
2026-09-22T09:09:17+01:00,added,abe32f9861ec6d21,CITE UNIVERSITAIRE GALLIA,Individuel,375 €,375,,"de 12,01 à 22,4 m²",12.01,22.4,"de 12,01 à 22,4 m² | Individuel | 1 lit simple | WC, Douche, Frigo",1 boulevard de la Victoire 67000 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/476,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-22T09:09:17+01:00,2026-09-22T09:09:17+01:00
2026-09-22T09:09:17+01:00,added,bbf2bd42da2db63c,RESIDENCE POUR ALTERNANTS D ILLKIRCH,Individuel,404 €,404,,18 m²,18,,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo, Balcon",22 route du Rhin 67400 ILLKIRCH,https://trouverunlogement.lescrous.fr/tools/47/accommodations/1472,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg | https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6936786_48.5513899_7.7668133_48.4931752&locationName=Illkirch-Graffenstaden+%2867400%29,2026-09-22T09:09:17+01:00,2026-09-22T09:09:17+01:00
2026-09-22T09:09:17+01:00,added,30e3bd108de0c660,CITE UNIVERSITAIRE ALFRED WEISS 2,Individuel,441 €,441,,18 m²,18,,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",4 rue du Vieil Armand 67100 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/453,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-22T09:09:17+01:00,2026-09-22T09:09:17+01:00
2026-09-22T09:09:17+01:00,added,f38138ec73ae2b07,RESIDENCE LES CATTLEYAS,Individuel,445 €,445,,18 m²,18,,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",2 rue du Vieil Armand 67100 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/511,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-22T09:09:17+01:00,2026-09-22T09:09:17+01:00
2026-09-22T09:09:17+01:00,added,bfd8db0b8080d763,RESIDENCE LES AGAPANTHES,Individuel,478 €,478,,19 m²,19,,"19 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",58 rue Schott 67000 STRASBOURG cu.robertsau@crous-strasbourg.fr,https://trouverunlogement.lescrous.fr/tools/47/accommodations/461,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg | https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.7011138_48.635168_7.803662_48.5981431&locationName=Schiltigheim+%2867300%29,2026-09-22T09:09:17+01:00,2026-09-22T09:09:17+01:00
2026-09-22T09:09:17+01:00,added,a14d035ae6cb98a6,RESIDENCE LES FLAMBOYANTS,Individuel,486 €,486,,24 m²,24,,"24 m² | Individuel | 1 lit simple | WC, Douche, Frigo",8 rue Jean-Henri Schnitzler 67000 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/519,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-22T09:09:17+01:00,2026-09-22T09:09:17+01:00
2026-09-22T09:09:17+01:00,added,7e0d2e80251bc289,RESIDENCE LES FLAMBOYANTS,Individuel,486 €,486,,24 m²,24,,"24 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",8 rue Jean-Henri Schnitzler 67000 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/2045,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-22T09:09:17+01:00,2026-09-22T09:09:17+01:00
2026-09-22T09:09:17+01:00,added,ffd32e4fb0ebbc74,CITE UNIVERSITAIRE DE LA SOMME,Individuel,489 €,489,,"de 20,8 à 21,3 m²",20.8,21.3,"de 20,8 à 21,3 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo, Micro-onde",13 rue de la Somme 67000 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/2989,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-22T09:09:17+01:00,2026-09-22T09:09:17+01:00
2026-09-22T09:09:17+01:00,added,0f33158713cb474f,RESIDENCE LES HOUBLONNIERES,"Individuel, Couple",de 634 à 679 €,634,679,"de 46,1 à 51,6 m²",46.1,51.6,"de 46,1 à 51,6 m² | Individuel, Couple | 1 lit double | Pièce à vivre, WC, Douche, Evier + plaque, Frigo",5 rue Saint Charles 67300 SCHILTIGHEIM cu.robertsau@crous-strasbourg.fr,https://trouverunlogement.lescrous.fr/tools/47/accommodations/318,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg | https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.7011138_48.635168_7.803662_48.5981431&locationName=Schiltigheim+%2867300%29,2026-09-22T09:09:17+01:00,2026-09-22T09:09:17+01:00
2026-09-22T09:12:20+01:00,removed,a923cee3c51ce5cf,CITE UNIVERSITAIRE DE LA SOMME,Individuel,189 €,189,,"9,43 m²",9.43,,"9,43 m² | Individuel | 1 lit simple | Frigo",13 rue de la Somme 67000 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/487,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-22T09:09:17+01:00,2026-09-22T09:09:17+01:00
2026-09-22T09:12:20+01:00,removed,abe32f9861ec6d21,CITE UNIVERSITAIRE GALLIA,Individuel,375 €,375,,"de 12,01 à 22,4 m²",12.01,22.4,"de 12,01 à 22,4 m² | Individuel | 1 lit simple | WC, Douche, Frigo",1 boulevard de la Victoire 67000 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/476,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-22T09:09:17+01:00,2026-09-22T09:09:17+01:00
2026-09-22T09:15:23+01:00,removed,08bce054be469b14,CITE UNIVERSITAIRE ALFRED WEISS 2,Individuel,282 €,282,,9 m²,9,,"9 m² | Individuel | 1 lit simple | WC, Douche, Frigo",4 rue du Vieil Armand 67100 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/533,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-22T09:09:17+01:00,2026-09-22T09:09:17+01:00
2026-09-22T09:15:23+01:00,removed,bfd8db0b8080d763,RESIDENCE LES AGAPANTHES,Individuel,478 €,478,,19 m²,19,,"19 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",58 rue Schott 67000 STRASBOURG cu.robertsau@crous-strasbourg.fr,https://trouverunlogement.lescrous.fr/tools/47/accommodations/461,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg | https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.7011138_48.635168_7.803662_48.5981431&locationName=Schiltigheim+%2867300%29,2026-09-22T09:09:17+01:00,2026-09-22T09:09:17+01:00
2026-09-22T09:18:21+01:00,removed,c693fe905a754c99,CITE UNIVERSITAIRE ALFRED WEISS 1,Individuel,282 €,282,,9 m²,9,,"9 m² | Individuel | 1 lit simple | WC, Douche, Frigo",7 quai du Bruckhof 67100 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/437,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-22T09:09:17+01:00,2026-09-22T09:09:17+01:00
2026-09-22T09:21:16+01:00,removed,bbf2bd42da2db63c,RESIDENCE POUR ALTERNANTS D ILLKIRCH,Individuel,404 €,404,,18 m²,18,,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo, Balcon",22 route du Rhin 67400 ILLKIRCH,https://trouverunlogement.lescrous.fr/tools/47/accommodations/1472,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg | https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6936786_48.5513899_7.7668133_48.4931752&locationName=Illkirch-Graffenstaden+%2867400%29,2026-09-22T09:09:17+01:00,2026-09-22T09:09:17+01:00
2026-09-22T09:30:24+01:00,removed,aac78d44213a2ed2,CITE UNIVERSITAIRE PAUL APPELL,Individuel,318 €,318,,10 m²,10,,"10 m² | Individuel | 1 lit simple | WC, Douche, Frigo",8 rue de Palerme 67000 STRASBOURG,https://trouverunlogement.lescrous.fr/tools/47/accommodations/335,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.6881371_48.6461896_7.8360646_48.491861&locationName=Strasbourg,2026-09-22T09:09:17+01:00,2026-09-22T09:09:17+01:00
